id,nombre
81220,CRAVO NORTE
52224,CUASPÚD
15223,CUBARÁ
50223,CUBARRAL
15224,CUCAITA
25224,CUCUNUBÁ
54001,CÚCUTA
54223,CUCUTILLA
15226,CUÍTIVA
50226,CUMARAL
99773,CUMARIBO
52227,CUMBAL
52233,CUMBITARA
73226,CUNDAY
18205,CURILLO
68229,CURITÍ
20228,CURUMANÍ
5234,DABEIBA
76233,DAGUA
44090,DIBULLA
44098,DISTRACCIÓN
73236,DOLORES
5237,DONMATÍAS
66170,DOSQUEBRADAS
15238,DUITAMA
54239,DURANIA
5240,EBÉJICO
76243,EL ÁGUILA
5250,EL BAGRE
47245,EL BANCO
76246,EL CAIRO
50245,EL CALVARIO
27135,EL CANTÓN DEL SAN PABLO
54245,EL CARMEN
27245,EL CARMEN DE ATRATO
13244,EL CARMEN DE BOLÍVAR
68235,EL CARMEN DE CHUCURÍ
5148,EL CARMEN DE VIBORAL
50251,EL CASTILLO
76248,EL CERRITO
52250,EL CHARCO
15244,EL COCUY
25245,EL COLEGIO
20238,EL COPEY
18247,EL DONCELLO
50270,EL DORADO
76250,EL DOVIO
91263,EL ENCANTO
15248,EL ESPINO
68245,EL GUACAMAYO
13248,EL GUAMO
27250,EL LITORAL DEL SAN JUAN
44110,EL MOLINO
20250,EL PASO
18256,EL PAUJÍL
52254,EL PEÑOL
13268,EL PEÑÓN (Bolívar)
25258,EL PEÑÓN (Cundinamarca)
68250,EL PEÑÓN (Santander)
47258,EL PIÑÓN
68255,EL PLAYÓN
47268,EL RETÉN
95025,EL RETORNO
70233,EL ROBLE
25260,EL ROSAL
52256,EL ROSARIO
5697,EL SANTUARIO
52258,EL TABLÓN DE GÓMEZ
19256,EL TAMBO (Cauca)
52260,EL TAMBO (Nariño)
54250,EL TARRA
54261,EL ZULIA
41244,ELÍAS
68264,ENCINO
68266,ENCISO
5264,ENTRERRÍOS
5266,ENVIGADO
73268,ESPINAL
25269,FACATATIVÁ
73270,FALAN
17272,FILADELFIA
63272,FILANDIA
15272,FIRAVITOBA
73275,FLANDES
18001,FLORENCIA (Caquetá)
19290,FLORENCIA (Cauca)
15276,FLORESTA
68271,FLORIÁN
76275,FLORIDA
68276,FLORIDABLANCA
25279,FÓMEQUE
44279,FONSECA
81300,FORTUL
25281,FOSCA
52520,FRANCISCO PIZARRO
5282,FREDONIA
73283,FRESNO
5284,FRONTINO
50287,FUENTE DE ORO
47288,FUNDACIÓN
52287,FUNES
25286,FUNZA
25288,FÚQUENE
25290,FUSAGASUGÁ
25293,GACHALÁ
25295,GACHANCIPÁ
15293,GACHANTIVÁ
25297,GACHETÁ
68296,GALÁN
8296,GALAPA
70235,GALERAS
25299,GAMA
20295,GAMARRA
68298,GÁMBITA
15296,GÁMEZA
15299,GARAGOA
41298,GARZÓN
63302,GÉNOVA
41306,GIGANTE
76306,GINEBRA
5306,GIRALDO
25307,GIRARDOT
5308,GIRARDOTA
68307,GIRÓN
5310,GÓMEZ PLATA
20310,GONZÁLEZ
54313,GRAMALOTE
5313,GRANADA (Antioquia)
25312,GRANADA (Cundinamarca)
50313,GRANADA (Meta)
68318,GUACA
15317,GUACAMAYAS
76318,GUACARÍ
19300,GUACHENÉ
25317,GUACHETÁ
52317,GUACHUCAL
76111,GUADALAJARA DE BUGA
5315,GUADALUPE (Antioquia)
41319,GUADALUPE (Huila)
68320,GUADALUPE (Santander)
25320,GUADUAS
52320,GUAITARILLA
52323,GUALMATÁN
47318,GUAMAL (Magdalena)
50318,GUAMAL (Meta)
73319,GUAMO
19318,GUAPÍ
68322,GUAPOTÁ
70265,GUARANDA
5318,GUARNE
25322,GUASCA
5321,GUATAPÉ
25324,GUATAQUÍ
25326,GUATAVITA
15322,GUATEQUE
66318,GUÁTICA
68324,GUAVATÁ
25328,GUAYABAL DE SÍQUIMA
25335,GUAYABETAL
15325,GUAYATÁ
68327,GÜEPSA
15332,GÜICÁN
25339,GUTIÉRREZ
54344,HACARÍ
13300,HATILLO DE LOBA
68344,HATO
85125,HATO COROZAL
44378,HATONUEVO
5347,HELICONIA
54347,HERRÁN
73347,HERVEO
5353,HISPANIA
41349,HOBO
73349,HONDA
73001,IBAGUÉ
73352,ICONONZO
52352,ILES
52354,IMUÉS
94001,INÍRIDA
19355,INZÁ
52356,IPIALES
41357,ÍQUIRA
41359,ISNOS
27361,ISTMINA
5360,ITAGÜÍ
5361,ITUANGO
15362,IZA
19364,JAMBALÓ
76364,JAMUNDÍ
5364,JARDÍN
15367,JENESANO
5368,JERICÓ (Antioquia)
15368,JERICÓ (Boyacá)
25368,JERUSALÉN
68368,JESÚS MARÍA
68370,JORDÁN
8372,JUAN DE ACOSTA
25372,JUNÍN
27372,JURADÓ
23350,LA APARTADA
41378,LA ARGENTINA
68377,LA BELLEZA
25377,LA CALERA
15380,LA CAPILLA
5376,LA CEJA
66383,LA CELIA
91405,LA CHORRERA
52378,LA CRUZ
76377,LA CUMBRE
17380,LA DORADA
54385,LA ESPERANZA
5380,LA ESTRELLA
52381,LA FLORIDA
20383,LA GLORIA
94885,LA GUADALUPE
20400,LA JAGUA DE IBIRICO
44420,LA JAGUA DEL PILAR
52385,LA LLANADA
50350,LA MACARENA
17388,LA MERCED
25386,LA MESA
18410,LA MONTAÑITA
25394,LA PALMA
20621,LA PAZ (Cesar)
68397,LA PAZ (Santander)
91407,LA PEDRERA
25398,LA PEÑA
5390,LA PINTADA
41396,LA PLATA
54398,LA PLAYA
99524,LA PRIMAVERA
85136,LA SALINA
19392,LA SIERRA
63401,LA TEBAIDA
52390,LA TOLA
5400,LA UNIÓN (Antioquia)
52399,LA UNIÓN (Nariño)
70400,LA UNIÓN (Sucre)
76400,LA UNIÓN (Valle del Cauca)
15403,LA UVITA
19397,LA VEGA (Cauca)
25402,LA VEGA (Cundinamarca)
91430,LA VICTORIA (Amazonas)
15401,LA VICTORIA (Boyacá)
76403,LA VICTORIA (Valle del Cauca)
66400,LA VIRGINIA
54377,LABATECA
15377,LABRANZAGRANDE
68385,LANDÁZURI
68406,LEBRIJA
52405,LEIVA
50400,LEJANÍAS
25407,LENGUAZAQUE
73408,LÉRIDA
91001,LETICIA
73411,LÍBANO
5411,LIBORINA
52411,LINARES
27413,LLORÓ
19418,LÓPEZ DE MICAY
23417,LORICA
52418,LOS ANDES
23419,LOS CÓRDOBAS
70418,LOS PALMITOS
54405,LOS PATIOS
68418,LOS SANTOS
54418,LOURDES
8421,LURUACO
15425,MACANAL
68425,MACARAVITA
5425,MACEO
25426,MACHETÁ
25430,MADRID
13430,MAGANGUÉ
52427,MAGÜÍ
13433,MAHATES
44430,MAICAO
70429,MAJAGUAL
68432,MÁLAGA
8433,MALAMBO
52435,MALLAMA
8436,MANATÍ
44560,MANAURE
20443,MANAURE BALCÓN DEL CESAR
85139,MANÍ
17001,MANIZALES
25436,MANTA
17433,MANZANARES
50325,MAPIRIPÁN
94663,MAPIRIPANA
13440,MARGARITA
13442,MARÍA LA BAJA
5440,MARINILLA
15442,MARIPÍ
17442,MARMATO
17444,MARQUETALIA
66440,MARSELLA
17446,MARULANDA
68444,MATANZA
5001,MEDELLÍN
25438,MEDINA
27425,MEDIO ATRATO
27430,MEDIO BAUDÓ
27450,MEDIO SAN JUAN
73449,MELGAR
19450,MERCADERES
50330,MESETAS
18460,MILÁN
15455,MIRAFLORES (Boyacá)
95200,MIRAFLORES (Guaviare)
19455,MIRANDA
91460,MIRITÍ - PARANÁ
66456,MISTRATÓ
97001,MITÚ
86001,MOCOA
68464,MOGOTES
68468,MOLAGAVITA
23464,MOMIL
13468,MOMPÓS
15464,MONGUA
15466,MONGUÍ
15469,MONIQUIRÁ
23500,MOÑITOS
5467,MONTEBELLO
13458,MONTECRISTO
23466,MONTELÍBANO
63470,MONTENEGRO
23001,MONTERÍA
85162,MONTERREY
13473,MORALES (Bolívar)
19473,MORALES (Cauca)
18479,MORELIA
94888,MORICHAL
70473,MORROA
25473,MOSQUERA (Cundinamarca)
52473,MOSQUERA (Nariño)
15476,MOTAVITA
73461,MURILLO
5475,MURINDÓ
5480,MUTATÁ
54480,MUTISCUA
15480,MUZO
5483,NARIÑO (Antioquia)
25483,NARIÑO (Cundinamarca)
52480,NARIÑO (Nariño)
41483,NÁTAGA
73483,NATAGAIMA
5495,NECHÍ
5490,NECOCLÍ
17486,NEIRA
41001,NEIVA
25486,NEMOCÓN
25488,NILO
25489,NIMAIMA
15491,NOBSA
25491,NOCAIMA
17495,NORCASIA
13490,NOROSÍ
27491,NÓVITA
47460,NUEVA GRANADA
15494,NUEVO COLÓN
85225,NUNCHÍA
27495,NUQUÍ
76497,OBANDO
68498,OCAMONTE
54498,OCAÑA
68500,OIBA
15500,OICATÁ
5501,OLAYA
52490,OLAYA HERRERA
68502,ONZAGA
41503,OPORAPA
86320,ORITO
85230,OROCUÉ
73504,ORTEGA
52506,OSPINA
15507,OTANCHE
70508,OVEJAS
15511,PACHAVITA
25513,PACHO
97511,PACOA
17513,PÁCORA
19513,PADILLA
15514,PÁEZ (Boyacá)
19517,PÁEZ (Cauca)
41518,PAICOL
20517,PAILITAS
25518,PAIME
15516,PAIPA
15518,PAJARITO
41524,PALERMO
17524,PALESTINA (Caldas)
41530,PALESTINA (Huila)
68522,PALMAR
8520,PALMAR DE VARELA
68524,PALMAS DEL SOCORRO
76520,PALMIRA
70523,PALMITO
73520,PALOCABILDO
54518,PAMPLONA
54520,PAMPLONITA
94887,PANA PANA
25524,PANDI
15522,PANQUEBA
97777,PAPUNAUA
68533,PÁRAMO
25530,PARATEBUENO
25535,PASCA
52001,PASTO
19532,PATÍA
15531,PAUNA
15533,PAYA
85250,PAZ DE ARIPORO
15537,PAZ DE RÍO
47541,PEDRAZA
20550,PELAYA
5541,PEÑOL
17541,PENSILVANIA
5543,PEQUE
66001,PEREIRA
15542,PESCA
19533,PIAMONTE
68547,PIEDECUESTA
73547,PIEDRAS
19548,PIENDAMÓ
63548,PIJAO
47545,PIJIÑO DEL CARMEN
68549,PINCHOTE
13549,PINILLOS
8549,PIOJÓ
15550,PISBA
41548,PITAL
41551,PITALITO
47551,PIVIJAY
73555,PLANADAS
23555,PLANETA RICA
47555,PLATO
52540,POLICARPA
8558,POLONUEVO
8560,PONEDERA
19001,POPAYÁN
85263,PORE
52560,POTOSÍ
76563,PRADERA
73563,PRADO
88564,"PROVIDENCIA (Archipiélago de San Andrés, Providencia y Santa Catalina)"
52565,PROVIDENCIA (Nariño)
20570,PUEBLO BELLO
23570,PUEBLO NUEVO
66572,PUEBLO RICO
5576,PUEBLORRICO
47570,PUEBLOVIEJO
68572,PUENTE NACIONAL
52573,PUERRES
91530,PUERTO ALEGRÍA
91536,PUERTO ARICA
86568,PUERTO ASÍS
5579,PUERTO BERRÍO
15572,PUERTO BOYACÁ
86569,PUERTO CAICEDO
99001,PUERTO CARREÑO
8573,PUERTO COLOMBIA (Atlántico)
94884,PUERTO COLOMBIA (Guainía)
50450,PUERTO CONCORDIA
23574,PUERTO ESCONDIDO
50568,PUERTO GAITÁN
86571,PUERTO GUZMÁN
86573,PUERTO LEGUÍZAMO
23580,PUERTO LIBERTADOR
50577,PUERTO LLERAS
50573,PUERTO LÓPEZ
5585,PUERTO NARE
91540,PUERTO NARIÑO
68573,PUERTO PARRA
18592,PUERTO RICO (Caquetá)
50590,PUERTO RICO (Meta)
81591,PUERTO RONDÓN
25572,PUERTO SALGAR
91669,PUERTO SANTANDER (Amazonas)
54553,PUERTO SANTANDER (Norte de Santander)
19573,PUERTO TEJADA
5591,PUERTO TRIUNFO
68575,PUERTO WILCHES
25580,PULÍ
52585,PUPIALES
19585,PURACÉ
73585,PURIFICACIÓN
23586,PURÍSIMA DE LA CONCEPCIÓN
25592,QUEBRADANEGRA
25594,QUETAME
27001,QUIBDÓ
63594,QUIMBAYA
66594,QUINCHÍA
15580,QUÍPAMA
25596,QUIPILE
54599,RAGONVALIA
15599,RAMIRIQUÍ
15600,RÁQUIRA
85279,RECETOR
13580,REGIDOR
5604,REMEDIOS
47605,REMOLINO
8606,REPELÓN
50606,RESTREPO (Meta)
76606,RESTREPO (Valle del Cauca)
5607,RETIRO
25612,RICAURTE (Cundinamarca)
52612,RICAURTE (Nariño)
20614,RÍO DE ORO
27580,RÍO IRÓ
27600,RÍO QUITO
13600,RÍO VIEJO
73616,RIOBLANCO
76616,RIOFRÍO
44001,RIOHACHA
5615,RIONEGRO (Antioquia)
68615,RIONEGRO (Santander)
17614,RIOSUCIO (Caldas)
27615,RIOSUCIO (Chocó)
17616,RISARALDA
41615,RIVERA
52621,ROBERTO PAYÁN
76622,ROLDANILLO
73622,RONCESVALLES
15621,RONDÓN
19622,ROSAS
73624,ROVIRA
68655,SABANA DE TORRES
8634,SABANAGRANDE
5628,SABANALARGA (Antioquia)
8638,SABANALARGA (Atlántico)
85300,SABANALARGA (Casanare)
47660,SABANAS DE SAN ÁNGEL
5631,SABANETA
15632,SABOYÁ
85315,SÁCAMA
15638,SÁCHICA
23660,SAHAGÚN
41660,SALADOBLANCO
17653,SALAMINA (Caldas)
47675,SALAMINA (Magdalena)
54660,SALAZAR
73671,SALDAÑA
63690,SALENTO
5642,SALGAR
15646,SAMACÁ
17662,SAMANÁ
52678,SAMANIEGO
70670,SAMPUÉS
41668,SAN AGUSTÍN
20710,SAN ALBERTO
88001,"SAN ANDRÉS (Archipiélago de San Andrés, Providencia y Santa Catalina)"
68669,SAN ANDRÉS (Santander)
5647,SAN ANDRÉS DE CUERQUÍA
23670,SAN ANDRÉS DE SOTAVENTO
52835,SAN ANDRÉS DE TUMACO
23672,SAN ANTERO
73675,SAN ANTONIO
25645,SAN ANTONIO DEL TEQUENDAMA
68673,SAN BENITO
70678,SAN BENITO ABAD
25649,SAN BERNARDO (Cundinamarca)
52685,SAN BERNARDO (Nariño)
23675,SAN BERNARDO DEL VIENTO
54670,SAN CALIXTO
5649,SAN CARLOS (Antioquia)
23678,SAN CARLOS (Córdoba)
50680,SAN CARLOS DE GUAROA
25653,SAN CAYETANO (Cundinamarca)
54673,SAN CAYETANO (Norte de Santander)
13620,SAN CRISTÓBAL
20750,SAN DIEGO
15660,SAN EDUARDO
13647,SAN ESTANISLAO
94883,SAN FELIPE
13650,SAN FERNANDO
5652,SAN FRANCISCO (Antioquia)
25658,SAN FRANCISCO (Cundinamarca)
86755,SAN FRANCISCO (Putumayo)
68679,SAN GIL
13654,SAN JACINTO
13655,SAN JACINTO DEL CAUCA
5656,SAN JERÓNIMO
68682,SAN JOAQUÍN
17665,SAN JOSÉ
5658,SAN JOSÉ DE LA MONTAÑA
68684,SAN JOSÉ DE MIRANDA
15664,SAN JOSÉ DE PARE
23682,SAN JOSÉ DE URÉ
18610,SAN JOSÉ DEL FRAGUA
95001,SAN JOSÉ DEL GUAVIARE
27660,SAN JOSÉ DEL PALMAR
50683,SAN JUAN DE ARAMA
70702,SAN JUAN DE BETULIA
25662,SAN JUAN DE RIOSECO
5659,SAN JUAN DE URABÁ
44650,SAN JUAN DEL CESAR
13657,SAN JUAN NEPOMUCENO
50686,SAN JUANITO
52687,SAN LORENZO
5660,SAN LUIS (Antioquia)
73678,SAN LUIS (Tolima)
15667,SAN LUIS DE GACENO
85325,SAN LUIS DE PALENQUE
70742,SAN LUIS DE SINCÉ
70708,SAN MARCOS
20770,SAN MARTÍN (Cesar)
50689,SAN MARTÍN (Meta)
13667,SAN MARTÍN DE LOBA
15673,SAN MATEO
86757,SAN MIGUEL (Putumayo)
68686,SAN MIGUEL (Santander)
15676,SAN MIGUEL DE SEMA
70713,SAN ONOFRE
13670,SAN PABLO (Bolívar)
52693,SAN PABLO (Nariño)
15681,SAN PABLO DE BORBUR
70717,SAN PEDRO (Sucre)
76670,SAN PEDRO (Valle del Cauca)
52694,SAN PEDRO DE CARTAGO
5664,SAN PEDRO DE LOS MILAGROS
5665,SAN PEDRO DE URABÁ
23686,SAN PELAYO
5667,SAN RAFAEL
5670,SAN ROQUE
19693,SAN SEBASTIÁN
47692,SAN SEBASTIÁN DE BUENAVISTA
73443,SAN SEBASTIÁN DE MARIQUITA
68689,SAN VICENTE DE CHUCURÍ
18753,SAN VICENTE DEL CAGUÁN
5674,SAN VICENTE FERRER
47703,SAN ZENÓN
52683,SANDONÁ
47707,SANTA ANA
5679,SANTA BÁRBARA (Antioquia)
52696,SANTA BÁRBARA (Nariño)
68705,SANTA BÁRBARA (Santander)
47720,SANTA BÁRBARA DE PINTO
13673,SANTA CATALINA
5042,SANTA FÉ DE ANTIOQUIA
68720,SANTA HELENA DEL OPÓN
73686,SANTA ISABEL
8675,SANTA LUCÍA
15690,SANTA MARÍA (Boyacá)
41676,SANTA MARÍA (Huila)
47001,SANTA MARTA
13683,SANTA ROSA (Bolívar)
19701,SANTA ROSA (Cauca)
66682,SANTA ROSA DE CABAL
5686,SANTA ROSA DE OSOS
15693,SANTA ROSA DE VITERBO
13688,SANTA ROSA DEL SUR
99624,SANTA ROSALÍA
15696,SANTA SOFÍA
52699,SANTACRUZ
15686,SANTANA
19698,SANTANDER DE QUILICHAO
54680,SANTIAGO (Norte de Santander)
86760,SANTIAGO (Putumayo)
70820,SANTIAGO DE TOLÚ
5690,SANTO DOMINGO
8685,SANTO TOMÁS
66687,SANTUARIO
52720,SAPUYES
81736,SARAVENA
54720,SARDINATA
25718,SASAIMA
15720,SATIVANORTE
15723,SATIVASUR
5736,SEGOVIA
25736,SESQUILÉ
76736,SEVILLA
15740,SIACHOQUE
25740,SIBATÉ
86749,SIBUNDOY
54743,SILOS
25743,SILVANIA
19743,SILVIA
68745,SIMACOTA
25745,SIMIJACA
13744,SIMITÍ
70001,SINCELEJO
27745,SIPÍ
47745,SITIONUEVO
25754,SOACHA
15753,SOATÁ
15757,SOCHA
68755,SOCORRO
15755,SOCOTÁ
15759,SOGAMOSO
18756,SOLANO
8758,SOLEDAD
18785,SOLITA
15761,SOMONDOCO
5756,SONSÓN
5761,SOPETRÁN
13760,SOPLAVIENTO
25758,SOPÓ
15762,SORA
15764,SORACÁ
15763,SOTAQUIRÁ
19760,SOTARA
68770,SUAITA
8770,SUAN
19780,SUÁREZ (Cauca)
73770,SUÁREZ (Tolima)
41770,SUAZA
25769,SUBACHOQUE
19785,SUCRE (Cauca)
68773,SUCRE (Santander)
70771,SUCRE (Sucre)
25772,SUESCA
25777,SUPATÁ
17777,SUPÍA
68780,SURATÁ
25779,SUSA
15774,SUSACÓN
15776,SUTAMARCHÁN
25781,SUTATAUSA
15778,SUTATENZA
25785,TABIO
27787,TADÓ
13780,TALAIGUA NUEVO
20787,TAMALAMEQUE
85400,TÁMARA
81794,TAME
5789,TÁMESIS
52786,TAMINANGO
52788,TANGUA
97666,TARAIRA
91798,TARAPACÁ
5790,TARAZÁ
41791,TARQUI
5792,TARSO
15790,TASCO
85410,TAURAMENA
25793,TAUSA
41799,TELLO
25797,TENA
47798,TENERIFE
25799,TENJO
15798,TENZA
54800,TEORAMA
41801,TERUEL
41797,TESALIA
25805,TIBACUY
15804,TIBANÁ
15806,TIBASOSA
25807,TIBIRITA
54810,TIBÚ
23807,TIERRALTA
41807,TIMANÁ
19807,TIMBÍO
19809,TIMBIQUÍ
15808,TINJACÁ
15810,TIPACOQUE
13810,TIQUISIO
5809,TITIRIBÍ
15814,TOCA
25815,TOCAIMA
25817,TOCANCIPÁ
15816,TOGÜÍ
5819,TOLEDO (Antioquia)
54820,TOLEDO (Norte de Santander)
70823,TOLÚ VIEJO
68820,TONA
15820,TÓPAGA
25823,TOPAIPÍ
19821,TORIBÍO
76823,TORO
15822,TOTA
19824,TOTORÓ
85430,TRINIDAD
76828,TRUJILLO
8832,TUBARÁ
23815,TUCHÍN
76834,TULUÁ
15001,TUNJA
15832,TUNUNGUÁ
52838,TÚQUERRES
13836,TURBACO
13838,TURBANÁ
5837,TURBO
15835,TURMEQUÉ
15837,TUTA
15839,TUTAZÁ
25839,UBALÁ
25841,UBAQUE
76845,ULLOA
15842,ÚMBITA
25845,UNE
27800,UNGUÍA
27810,UNIÓN PANAMERICANA
5842,URAMITA
50370,URIBE
44847,URIBIA
5847,URRAO
44855,URUMITA
8849,USIACURÍ
25851,ÚTICA
5854,VALDIVIA
23855,VALENCIA
68855,VALLE DE SAN JOSÉ
73854,VALLE DE SAN JUAN
86865,VALLE DEL GUAMUEZ
20001,VALLEDUPAR
5856,VALPARAÍSO (Antioquia)
18860,VALPARAÍSO (Caquetá)
5858,VEGACHÍ
68861,VÉLEZ
73861,VENADILLO
5861,VENECIA (Antioquia)
25506,VENECIA (Cundinamarca)
15861,VENTAQUEMADA
25862,VERGARA
76863,VERSALLES
68867,VETAS
25867,VIANÍ
17867,VICTORIA
5873,VIGÍA DEL FUERTE
76869,VIJES
54871,VILLA CARO
15407,VILLA DE LEYVA
25843,VILLA DE SAN DIEGO DE UBATÉ
54874,VILLA DEL ROSARIO
19845,VILLA RICA
86885,VILLAGARZÓN
25871,VILLAGÓMEZ
73870,VILLAHERMOSA
17873,VILLAMARÍA
13873,VILLANUEVA (Bolívar)
85440,VILLANUEVA (Casanare)
44874,VILLANUEVA (La Guajira)
68872,VILLANUEVA (Santander)
25873,VILLAPINZÓN
73873,VILLARRICA
50001,VILLAVICENCIO
41872,VILLAVIEJA
25875,VILLETA
